name_book,avtor,rating,count_favourites,count_views,age_restriction,comments_count,publication_date,pages,price,target
Темная для господина следователя,Анна Митро,220.0,1308,36684,0,119,08.08.2024,168,119.0,218
Развод. Я больше тобой не горю,Ария Тес,457.0,1142,48246,18+,223,19.08.2024,201,159.0,447
Капкан для предателя,Елена Левашова,290.0,1786,214409,18+,132,07.10.2024,66,119.0,286
Отвергнутая целительница для Дракона,Александра Берг,186.0,1223,32257,0,84,13.10.2024,127,139.0,178
Отвергнутая. Хозяйка лавки “карамель и шоколад”,Катрин Алисина,248.0,1651,53846,0,79,30.10.2024,70,99.0,248
В сладком плену злого Рока,Татьяна Каневская,191.0,820,23929,18+,112,31.10.2024,99,119.0,176
Истинная Зверя,Мила Гейбатова,274.0,1417,16120,18+,34,05.11.2024,41,109.0,194
Навязанная жена. Нелюбимая,Татьяна Серганова,217.0,976,13557,0,51,10.11.2024,83,129.0,211
Последняя из рода. Скованные судьбой.,Виктория Богачева,223.0,867,15966,0,72,12.11.2024,69,0.0,193
Институт неблагородных. Тёмные крылья,Инесса Иванова,3697.0,9117,666149,0,751,14.01.2018,237,0.0,2905
"Иди сюда, стерва!",Кира Фарди,3320.0,8857,351079,18+,851,22.01.2019,219,159.0,2095
Психолог для дракона,Валентина Елисеева,11786.0,15426,1462288,0,1978,01.11.2019,418,169.0,6820
Любовь Носорога,Мария Зайцева,10272.0,4268,1413305,18+,1303,11.03.2020,190,224.1,6370
Сказка для серьезного мальчика,Янка Рам,12155.0,12094,1554334,18+,963,15.04.2020,83,129.0,11335
"Невезучая попаданка, или Цветок для дракона",Оксана Чекменёва,27529.0,40331,16446773,0,9814,12.05.2020,485,139.0,24980
Золушка по имени Грейс,Полина Ром,13327.0,12907,3142852,0,2440,05.06.2020,266,199.0,7404
Змеиная невеста,Екатерина Кариди,20823.0,22535,5315086,0,5237,01.07.2020,316,159.0,10006
Во власти бандита,Джулия Ромуш,3996.0,6422,898980,18+,712,22.07.2020,166,179.0,2572
Чужая дочь,Натаэль Зика,7855.0,6240,744831,0,2402,04.05.2021,294,199.0,3601
Наказание,Романова,474.0,2559,78882,18+,6,17.10.2022,67,149.0,462
Измена. Жизнь заново,Алиса Верди,3083.0,7026,1409964,0,647,09.02.2023,160,159.0,2702
Измена. (не) Любимая жена,Лада Зорина,1561.0,4293,723592,0,425,12.09.2023,150,159.0,1511
Чужой муж,Ольга Рузанова,4382.0,6961,728175,18+,1531,05.10.2023,213,169.0,3307
Для него важнее другая,Виктория Вашингтон,4956.0,12941,1115177,18+,2217,23.11.2023,215,0.0,4744
Заберу тебя себе. Новогодняя история,Irina_Muza,1693.0,6862,277823,18+,83,21.12.2023,161,0.0,1686
Подонок. Я тебе объявляю войну!,Рита Навьер,4743.0,12139,1287175,0,4203,25.02.2024,335,179.0,3859
Женился по расчёту и попал,Линда Тарковская,2620.0,10549,931801,18+,143,29.03.2024,218,0.0,2602
Двойной шанс для истинной,Татьяна Демидова,1387.0,7873,326614,18+,250,28.05.2024,164,159.0,1341
Диагноз: Бывший,Ольга Тимофеева,1726.0,5188,441462,18+,677,27.06.2024,185,169.0,1718
Моя единственная,Лина Коваль,1861.0,5253,352466,18+,1327,18.07.2024,176,149.0,1857
Я тебя не помню,Анна Бигси,1220.0,4752,272343,18+,574,11.08.2024,153,179.0,1216
Вопреки твоим обидам,Дина Сдобберг,167.0,589,12037,18+,165,12.08.2024,138,99.0,167
Новый мир. Очищение,Виктория Хорошилова,117.0,423,31609,0,86,03.09.2024,332,159.0,117
Как отделаться от демона за 30 дней,ЮЭл,359.0,1060,62331,0,187,28.10.2024,95,0.0,245
"Верни мне магию, ведьма",Селина Розмарин,64.0,1317,17980,0,12,09.11.2024,49,0.0,62
Пленница Волка,Любава Алексеева,226.0,606,11087,18+,93,14.11.2024,60,0.0,200
Морозное сердце или Попаданка с огоньком,Анастасия Гудкова,128.0,743,1800,0,23,29.11.2024,10,0.0,106
"Снежинка для Майруса, или Дети здесь ни при чем",Валентин Денисов,267.0,991,10598,0,62,30.11.2024,28,0.0,236
Неоспоримая | Я куплю тебе новую жизнь,Елена Тодорова,17915.0,49520,7468724,18+,1222,23.02.2018,365,0.0,17205
Второй брак,Анна Шварц,5025.0,13203,1367301,0,1841,13.03.2023,213,0.0,4923
"Уходя-уходи, предатель",Дана Герман,301.0,1332,29006,18+,71,20.09.2024,57,0.0,295
Эйлирия. Мужья Наи,Тина Солнечная,49.0,749,1051,18+,12,03.12.2024,13,0.0,49
Его истинная,Анна Владимирова,16736.0,23533,3177290,18+,1268,01.10.2018,203,199.0,8079
Ты для меня?,Людмила Сладкова,16437.0,31669,6191028,18+,2782,05.12.2018,478,159.0,15752
Я тебя предупреждал,Майарана Мистеру,4707.0,6857,569331,18+,1918,15.09.2019,209,159.0,3124
Сломанная защита,Ольга Вечная,10067.0,10075,1262507,18+,2630,30.11.2019,203,169.0,6651
Инструктор,Янка Рам,8626.0,10418,1107716,18+,2021,19.01.2020,177,179.0,5862
Шесть принцев для мисс Недотроги,Светлана Суббота,26013.0,16201,3570446,18+,11471,21.10.2020,247,99.0,13043
Кричи громче,Елена Тодорова,8612.0,13109,1550022,18+,2113,26.11.2020,205,169.0,5642
Только между нами,Алайна Салах,9067.0,8794,1525963,18+,5128,04.03.2021,247,179.0,6042
Золушка для босса,Алёна Амурская,4203.0,9497,1169570,0,642,20.08.2022,165,199.0,3328
Сармат. Тайна печали,Кристина Михайлова,346.0,1511,97517,18+,145,08.06.2023,190,149.0,325
"Обещаю, больно не будет",Даша Коэн,2438.0,6011,633598,0,1145,10.12.2023,253,189.0,2109
Предатель. В горе и радости,Арина Арская,2718.0,4772,754849,18+,1821,11.02.2024,152,159.0,2537
"Сын, о котором ты не знаешь",Тая Наварская,1706.0,6381,791535,0,518,28.04.2024,157,159.0,1574
"Истинная для дракона, или Хозяйка Темнолесья",Ева Енисеева,1367.0,7158,555644,0,159,02.06.2024,125,0.0,1347
За Деньги,Лина Коваль,1136.0,2817,139653,18+,721,03.06.2024,255,199.0,796
"Пора взрослеть, девочка",Даша Коэн,1033.0,3523,199169,18+,493,05.07.2024,143,149.0,989
Предатель. Ты лгал мне годами,Арина Арская,2343.0,5899,774886,0,2026,15.07.2024,154,159.0,2339
Рабыня Шейха. Заключенная в золото,Ульяна Соболева,1849.0,5090,173326,18+,494,21.08.2024,162,169.0,1827
Симфония вкуса или история одной попаданки,Алана Мор,599.0,2282,101483,0,57,10.09.2024,152,0.0,599
В тени хищника. Книга вторая,Алина Демина,88.0,307,9178,18+,0,10.09.2024,214,119.0,88
Бывшие. Это (не) мой сын!,Василиса Горная,573.0,1251,40231,0,497,11.10.2024,88,119.0,431
Восставший Король,Lucia Volkova,193.0,1139,39599,18+,42,12.10.2024,174,0.0,191
Скандал. Другая между нами,Лола Новая,166.0,597,10259,18+,39,16.10.2024,61,0.0,146
Незабытый поцелуй,Луна Соулей,1103.0,2586,44413,0,179,21.10.2024,485,119.0,1091
В тени своего сердца,Анастасия Стилл,54.0,387,30330,18+,6,22.10.2024,100,0.0,54
Зачем дракону девственница?,Светлана Солнцева,315.0,1958,17424,18+,79,27.10.2024,27,0.0,263
Сбежать от Истинных,Анастасия Максименко,441.0,2039,40401,18+,64,04.11.2024,75,119.0,413
Отчим. Мой порочный репродуктолог,Елена Абернати,37.0,216,1294,18+,5,02.12.2024,61,119.0,35
После развода. Она тебя не узнает,Алиса Климова,45.0,311,10073,0,0,07.12.2024,91,159.0,45
В прятки с судьбой,Екатерина Флат,17107.0,27228,3465775,0,2607,09.02.2017,358,0.0,15548
Девочка по имени Зачем,Наталья Юнина,22319.0,36594,4041928,18+,1954,12.08.2018,223,0.0,21404
Пленница Яра,Ольга Шо,3168.0,13670,1112187,18+,0,06.04.2021,155,0.0,2869
Серая мышка для босса,Саша Кей,8047.0,22520,3534809,18+,440,16.11.2022,151,0.0,8005
Дракон Моих Кошмаров или Не злите Ведьму,София Руд.,6938.0,21995,2431817,0,302,12.04.2023,158,0.0,6873
В очередь,Марина Зимняя,393.0,1033,78957,18+,34,18.12.2023,76,0.0,393
Ведьма для властного лорда,Вера Вэл,568.0,3493,119734,0,374,26.07.2024,108,0.0,530
Второй шанс для опороченной жены,Луна Фэй,139.0,1839,52306,18+,22,05.11.2024,40,0.0,128
Позор рода. Злодейка поневоле,Рина Мадьяр,113.0,911,2446,18+,25,28.11.2024,16,0.0,95
Игры с огнем,Яна Ясная,44967.0,87088,5522920,18+,3432,22.03.2018,203,0.0,41905
Лишняя дочь,Натаэль Зика,17422.0,7695,768422,18+,2942,02.06.2018,410,199.0,10675
1000 не одна боль (2 книга),Ульяна Соболева,8179.0,4327,447720,18+,2371,14.08.2018,165,149.0,3941
Ничей ее монстр,Ульяна Соболева,9790.0,3622,583198,18+,3647,22.12.2018,170,149.0,4245
Лиза мне в паспорт,Диана Рымарь,6438.0,4935,1315598,18+,2537,04.03.2019,274,159.0,4306
Нежданчик для Биг-Босса,Яна Невинная,2677.0,5010,508873,0,406,24.12.2019,156,159.0,2365
Секретарь на метле,Диана Рымарь,3361.0,7159,493203,0,1023,02.01.2020,208,159.0,2468
Рассвет твоей нежности,Кристина Майер,3602.0,4096,475394,18+,573,07.01.2020,167,159.0,2312
Берсерк,Боярова Мелина,1073.0,2076,76533,0,400,23.04.2020,167,130.0,884
Сын Дьявола,Любовь Попова,5247.0,8094,1024459,18+,968,25.05.2020,168,159.0,3509
Мужчина что (не) надо,Диана Рымарь,7887.0,9082,2535868,0,2528,23.06.2020,229,159.0,4797
Притворись моей женой,Олли Серж,3264.0,5614,595508,0,605,20.08.2020,152,159.0,2107
Просто Он,Элен Блио,5389.0,14814,3338577,18+,339,07.09.2020,270,119.2,5233
Содержанка для олигарха,Инна Королёва,1538.0,5571,295626,18+,194,01.12.2020,209,153.0,610
Академия Шепота 3. Последний отбор,Любовь Огненная,8340.0,4649,448099,0,858,08.12.2020,229,199.0,2534
Подари мне себя,Анастасия Франц,2277.0,7285,846062,18+,385,19.12.2020,216,149.0,2217
Идеальный папа,Марина Владимирова-Бойко,3033.0,3911,662308,0,413,06.01.2021,153,113.6,1074
Я вернулся за тобой,Любовь Попова,2257.0,5237,362605,18+,938,24.05.2021,181,144.0,1835
Истинная для волчьей стаи,Элен Блио,843.0,2277,113409,18+,290,21.06.2021,199,127.2,640
В плену страсти. В объятиях темных эльфов,Виктория Миллс,1921.0,6147,403253,18+,150,18.07.2021,154,169.0,1561
Клянусь тебя ненавидеть,Даша Литовская,9823.0,11854,461340,18+,0,31.07.2021,209,164.0,3882
Спаси меня,Ирма Грушевицкая,2489.0,3091,410902,0,947,03.08.2021,222,153.0,644
P.S Бывшие,Виктория Вашингтон,1260.0,4280,300921,0,292,02.09.2021,151,164.0,615
